"category_name","avg_category_rating","year_month","label"
"Personal Growth",4.44,"1997.6","Top 3"
"Self-Help",4.44,"1997.6","Top 3"
"Kindle Store",4.44,"1997.6","Top 3"
"Kindle Short Reads",4.44,"1997.6","Top 3"
"Kindle Short Reads",4.44,"1997.6","Top 2"
"One hour (33-43 pages)",4.44,"1997.6","Top 2"
"Religion & Spirituality",4.44,"1997.6","Top 2"
"Kindle Store",4.44,"1997.6","Top 2"
"Christianity",4.44,"1997.6","Top 2"
"Religious",4.44,"1997.6","Top 2"
"Books",4.44,"1997.6","Top 2"
"Christian Books & Bibles",4.44,"1997.6","Top 2"
"Catholicism",4.44,"1997.6","Top 2"
"Popes & the Vatican",4.44,"1997.6","Top 2"
"Kindle eBooks",4.44,"1997.6","Top 2"
"Books",4.44,"1997.6","Top 2"
"World",4.44,"1997.6","Top 2"
"Churches & Church Leadership",4.44,"1997.6","Top 2"
"Church History",4.44,"1997.6","Top 2"
"Books",4.44,"1997.6","Top 2"
"History",4.44,"1997.6","Top 2"
"Kindle Short Reads",4.44,"1997.6","Top 1"
"Books",4.44,"1997.6","Top 1"
"Kindle Store",4.44,"1997.6","Top 1"
"30 minutes (12-21 pages)",4.44,"1997.6","Top 1"
"Kindle eBooks",4.44,"1997.6","Top 1"
"Criminal Law",4.44,"1997.6","Top 1"
"Professional & Technical",4.44,"1997.6","Top 1"
"Law Enforcement",4.44,"1997.6","Top 1"
"Books",4.44,"1997.6","Top 1"
"Civil Rights & Liberties",4.44,"1997.6","Top 1"
"Specific Topics",4.44,"1997.6","Top 1"
"Books",4.44,"1997.6","Top 1"
"Politics & Government",4.44,"1997.6","Top 1"
"Politics & Social Sciences",4.44,"1997.6","Top 1"
"Law",4.44,"1997.6","Top 1"
"Health, Fitness & Dieting",4.28,"1997.7","Top 3"
"Books",4.28,"1997.7","Top 3"
"Religion & Spirituality",4.28,"1997.7","Top 3"
"Spirituality",4.28,"1997.7","Top 3"
"Books",4.28,"1997.7","Top 3"
"Personal Growth",4.28,"1997.7","Top 3"
"Self-Help",4.28,"1997.7","Top 3"
"Personal Transformation",4.28,"1997.7","Top 3"
"Kindle Store",4.28,"1997.7","Top 3"
"Kindle Short Reads",4.28,"1997.7","Top 3"
"Two hours or more (65-100 pages)",4.28,"1997.7","Top 3"
"Kindle eBooks",4.28,"1997.7","Top 3"
"Churches & Church Leadership",4.28,"1997.7","Top 2"
"Books",4.28,"1997.7","Top 2"
"Religious",4.28,"1997.7","Top 2"
"Christianity",4.28,"1997.7","Top 2"
"Kindle Store",4.28,"1997.7","Top 2"
"Kindle Short Reads",4.28,"1997.7","Top 2"
"One hour (33-43 pages)",4.28,"1997.7","Top 2"
"Religion & Spirituality",4.28,"1997.7","Top 2"
"Kindle eBooks",4.28,"1997.7","Top 2"
"Christian Books & Bibles",4.28,"1997.7","Top 2"
"Church History",4.28,"1997.7","Top 2"
"History",4.28,"1997.7","Top 2"
"Catholicism",4.28,"1997.7","Top 2"
"Popes & the Vatican",4.28,"1997.7","Top 2"
"World",4.28,"1997.7","Top 2"
"Books",4.28,"1997.7","Top 2"
"Books",4.28,"1997.7","Top 2"
"Books",4.28,"1997.7","Top 1"
"Kindle Store",4.28,"1997.7","Top 1"
"Kindle Short Reads",4.28,"1997.7","Top 1"
"30 minutes (12-21 pages)",4.28,"1997.7","Top 1"
"Kindle eBooks",4.28,"1997.7","Top 1"
"Professional & Technical",4.28,"1997.7","Top 1"
"Law",4.28,"1997.7","Top 1"
"Criminal Law",4.28,"1997.7","Top 1"
"Law Enforcement",4.28,"1997.7","Top 1"
"Politics & Social Sciences",4.28,"1997.7","Top 1"
"Politics & Government",4.28,"1997.7","Top 1"
"Specific Topics",4.28,"1997.7","Top 1"
"Civil Rights & Liberties",4.28,"1997.7","Top 1"
"Books",4.28,"1997.7","Top 1"
"Books",4.28,"1997.7","Top 1"
"CDs & Vinyl",5,"1997.8","Top 5"
"Christian",5,"1997.8","Top 5"
"Pop & Contemporary",5,"1997.8","Top 5"
"Gospel",5,"1997.8","Top 5"
"Pop",5,"1997.8","Top 5"
"Pop",5,"1997.8","Top 4"
"Dance & Electronic",5,"1997.8","Top 4"
"Electronica",5,"1997.8","Top 4"
"CDs & Vinyl",5,"1997.8","Top 4"
"Dance Pop",5,"1997.8","Top 4"
"Dance & Electronic",5,"1997.8","Top 4"
"Rap & Hip-Hop",5,"1997.8","Top 3"
"Pop",5,"1997.8","Top 3"
"Pop Rap",5,"1997.8","Top 3"
"Dance & Electronic",5,"1997.8","Top 3"
"CDs & Vinyl",5,"1997.8","Top 3"
"Christian",5,"1997.8","Top 3"
"Rock",5,"1997.8","Top 3"
"Pop",5,"1997.8","Top 3"
"CDs & Vinyl",5,"1997.8","Top 3"
"Avant Garde & Free Jazz",5,"1997.8","Top 3"
"Jazz",5,"1997.8","Top 3"
"CDs & Vinyl",5,"1997.8","Top 3"
"CDs & Vinyl",5,"1997.8","Top 2"
"Hardcore & Punk",5,"1997.8","Top 2"
"Rock",5,"1997.8","Top 2"
"Alternative Rock",5,"1997.8","Top 2"
"American Alternative",5,"1997.8","Top 2"
"Adult Alternative",5,"1997.8","Top 2"
"Pop",5,"1997.8","Top 2"
"Punk-Pop",5,"1997.8","Top 2"
"Punk Revival",5,"1997.8","Top 2"
"Gospel",5,"1997.8","Top 2"
"Praise & Worship",5,"1997.8","Top 2"
"Pop & Contemporary",5,"1997.8","Top 2"
"Christian",5,"1997.8","Top 2"
"CDs & Vinyl",5,"1997.8","Top 2"
"Emo",5,"1997.8","Top 2"
"Pop",5,"1997.8","Top 1"
"Dance & Electronic",5,"1997.8","Top 1"
"Latin Pop",5,"1997.8","Top 1"
"Dance Pop",5,"1997.8","Top 1"
"CDs & Vinyl",5,"1997.8","Top 1"
"Christian",5,"1997.8","Top 1"
"Pop & Contemporary",5,"1997.8","Top 1"
"Latin Music",5,"1997.8","Top 1"
"Latin Christian",5,"1997.8","Top 1"
"Big Beat",5,"1997.8","Top 1"
"CDs & Vinyl",5,"1997.8","Top 1"
"Pop",5,"1997.8","Top 1"
"Dance & Electronic",5,"1997.9","Top 5"
"Power Pop",5,"1997.9","Top 5"
"IDM",5,"1997.9","Top 5"
"Metal",5,"1997.9","Top 5"
"Pop",5,"1997.9","Top 5"
"Tributes",5,"1997.9","Top 5"
"Rock",5,"1997.9","Top 5"
"World Music",5,"1997.9","Top 5"
"India & Pakistan",5,"1997.9","Top 5"
"CDs & Vinyl",5,"1997.9","Top 5"
"Alternative Rock",5,"1997.9","Top 5"
"Goth & Industrial",5,"1997.9","Top 5"
"Industrial",5,"1997.9","Top 5"
"Alt Industrial",5,"1997.9","Top 5"
"CDs & Vinyl",5,"1997.9","Top 4"
"Christian",5,"1997.9","Top 4"
"Pop & Contemporary",5,"1997.9","Top 4"
"Praise & Worship",5,"1997.9","Top 4"
"Gospel",5,"1997.9","Top 4"
"Punk Revival",5,"1997.9","Top 3"
"Punk-Pop",5,"1997.9","Top 3"
"Emo",5,"1997.9","Top 3"
"Hardcore & Punk",5,"1997.9","Top 3"
"American Alternative",5,"1997.9","Top 3"
"Alternative Rock",5,"1997.9","Top 3"
"Rock",5,"1997.9","Top 3"
"Adult Alternative",5,"1997.9","Top 3"
"CDs & Vinyl",5,"1997.9","Top 3"
"Pop",5,"1997.9","Top 3"
"Dance Pop",5,"1997.9","Top 2"
"Pop",5,"1997.9","Top 2"
"CDs & Vinyl",5,"1997.9","Top 2"
"Dance & Electronic",5,"1997.9","Top 2"
"Big Beat",5,"1997.9","Top 2"
"Latin Music",5,"1997.9","Top 1"
"Pop & Contemporary",5,"1997.9","Top 1"
"Christian",5,"1997.9","Top 1"
"CDs & Vinyl",5,"1997.9","Top 1"
"Pop",5,"1997.9","Top 1"
"Latin Pop",5,"1997.9","Top 1"
"Latin Christian",5,"1997.9","Top 1"
"",5,"1998.1","Top 5"
"Traditional Folk",5,"1998.1","Top 5"
"Folk",5,"1998.1","Top 5"
"Bluegrass",5,"1998.1","Top 5"
"Country",5,"1998.1","Top 5"
"Traditional Blues",5,"1998.1","Top 5"
"Blues",5,"1998.1","Top 5"
"CDs & Vinyl",5,"1998.1","Top 5"
"",5,"1998.1","Top 5"
"Pop",5,"1998.1","Top 5"
"",5,"1998.1","Top 5"
"Power Pop",5,"1998.1","Top 4"
"Pop",5,"1998.1","Top 4"
"IDM",5,"1998.1","Top 4"
"Dance & Electronic",5,"1998.1","Top 4"
"Alt Industrial",5,"1998.1","Top 4"
"Industrial",5,"1998.1","Top 4"
"Goth & Industrial",5,"1998.1","Top 4"
"Alternative Rock",5,"1998.1","Top 4"
"CDs & Vinyl",5,"1998.1","Top 4"
"India & Pakistan",5,"1998.1","Top 4"
"World Music",5,"1998.1","Top 4"
"Rock",5,"1998.1","Top 4"
"Tributes",5,"1998.1","Top 4"
"Metal",5,"1998.1","Top 4"
"Christian",5,"1998.1","Top 3"
"CDs & Vinyl",5,"1998.1","Top 3"
"Pop",5,"1998.1","Top 3"
"Opera & Classical Vocal",5,"1998.1","Top 3"
"Christian",5,"1998.1","Top 3"
"Childrens",5,"1998.1","Top 3"
"Childrens",5,"1998.1","Top 3"
"Childrens Music",5,"1998.1","Top 3"
"CDs & Vinyl",5,"1998.1","Top 3"
"Classical",5,"1998.1","Top 3"
"Classic Rock",5,"1998.1","Top 3"
"Oldies & Retro",5,"1998.1","Top 3"
"CDs & Vinyl",5,"1998.1","Top 3"
"Vocal Pop",5,"1998.1","Top 3"
"Rock",5,"1998.1","Top 3"
"Childrens Music",5,"1998.1","Top 3"
"CDs & Vinyl",5,"1998.1","Top 3"
"Praise & Worship",5,"1998.1","Top 3"
"Christian",5,"1998.1","Top 3"
"Oldies",5,"1998.1","Top 3"
"CDs & Vinyl",5,"1998.1","Top 2"
"Britpop",5,"1998.1","Top 2"
"Pop",5,"1998.1","Top 2"
"Rock",5,"1998.1","Top 2"
"British Alternative",5,"1998.1","Top 2"
"Alternative Rock",5,"1998.1","Top 2"
"Classic Rock",5,"1998.1","Top 1"
"British Invasion",5,"1998.1","Top 1"
"Pop",5,"1998.1","Top 1"
"Easy Listening",5,"1998.1","Top 1"
"Oldies",5,"1998.1","Top 1"
"Teen Pop",5,"1998.1","Top 1"
"Rock",5,"1998.1","Top 1"
"Britain",5,"1998.1","Top 1"
"Europe",5,"1998.1","Top 1"
"World Music",5,"1998.1","Top 1"
"CDs & Vinyl",5,"1998.1","Top 1"
"British Isles",5,"1998.1","Top 1"
"",5,"1998.10","Top 5"
"Camping & Hiking",5,"1998.10","Top 4"
"Backpacks & Bags",5,"1998.10","Top 4"
"Girls",5,"1998.10","Top 4"
"Sports & Outdoors",5,"1998.10","Top 4"
"Hunting & Fishing",5,"1998.10","Top 4"
"Hunting",5,"1998.10","Top 4"
"Hunting & Tactical Knives",5,"1998.10","Top 4"
"",5,"1998.10","Top 4"
"Folding Hunting Knives",5,"1998.10","Top 4"
"",5,"1998.10","Top 4"
"Outdoor Gear",5,"1998.10","Top 4"
"Sports & Outdoors",5,"1998.10","Top 4"
"Clothing",5,"1998.10","Top 4"
"Dance",5,"1998.10","Top 4"
"Other Sports",5,"1998.10","Top 4"
"Sports & Outdoors",5,"1998.10","Top 4"
"Hiking Daypacks",5,"1998.10","Top 4"
"Skirts",5,"1998.10","Top 4"
"Hunting Knives",5,"1998.10","Top 4"
"",5,"1998.10","Top 3"
"",5,"1998.10","Top 3"
"Cycling",5,"1998.10","Top 3"
"Accessories",5,"1998.10","Top 3"
"Valve Caps",5,"1998.10","Top 3"
"",5,"1998.10","Top 3"
"Sports & Outdoors",5,"1998.10","Top 3"
"Sports & Outdoors",5,"1998.10","Top 2"
"Action Sports",5,"1998.10","Top 2"
"Skateboarding",5,"1998.10","Top 2"
"Standard Skateboards & Longboards",5,"1998.10","Top 2"
"Standard Skateboards",5,"1998.10","Top 2"
"Sports & Outdoors",5,"1998.10","Top 1"
"Paintball & Airsoft",5,"1998.10","Top 1"
"Airsoft",5,"1998.10","Top 1"
"Guns & Rifles",5,"1998.10","Top 1"
"Beauty",5,"1998.11","Top 5"
"Eye Shadow",5,"1998.11","Top 5"
"Eyes",5,"1998.11","Top 5"
"Makeup",5,"1998.11","Top 5"
"CDs & Vinyl",5,"1998.11","Top 4"
"Far East & Asia",5,"1998.11","Top 4"
"Rock",5,"1998.11","Top 4"
"Puffs, Sponges & Wedges",5,"1998.11","Top 4"
"Makeup Brushes & Tools",5,"1998.11","Top 4"
"Tools & Accessories",5,"1998.11","Top 4"
"Beauty",5,"1998.11","Top 4"
"Japan",5,"1998.11","Top 4"
"Folk Rock",5,"1998.11","Top 4"
"World Music",5,"1998.11","Top 4"
"CDs & Vinyl",5,"1998.11","Top 3"
"World Music",5,"1998.11","Top 3"
"Japan",5,"1998.11","Top 3"
"Far East & Asia",5,"1998.11","Top 3"
"Health & Personal Care",5,"1998.11","Top 2"
"Party Supplies",5,"1998.11","Top 2"
"Decorations",5,"1998.11","Top 2"
"Tablecovers",5,"1998.11","Top 2"
"Stationery & Party Supplies",5,"1998.11","Top 2"
"CDs & Vinyl",5,"1998.11","Top 1"
"Childrens Music",5,"1998.11","Top 1"
"Movies & TV",5,"1998.11","Top 1"
"Movies",5,"1998.11","Top 1"
"CDs & Vinyl",5,"1998.11","Top 1"
"Childrens Music",5,"1998.11","Top 1"
"Movies & TV",5,"1998.11","Top 1"
"Movies",5,"1998.11","Top 1"
"Lens Accessories",5,"1998.12","Top 5"
"Adapters & Converters",5,"1998.12","Top 5"
"CDs & Vinyl",5,"1998.12","Top 5"
"Rock",5,"1998.12","Top 5"
"Folk Rock",5,"1998.12","Top 5"
"World Music",5,"1998.12","Top 5"
"Far East & Asia",5,"1998.12","Top 5"
"Japan",5,"1998.12","Top 5"
"Electronics",5,"1998.12","Top 5"
"Camera & Photo",5,"1998.12","Top 5"
"Accessories",5,"1998.12","Top 5"
"Far East & Asia",5,"1998.12","Top 4"
"Japan",5,"1998.12","Top 4"
"World Music",5,"1998.12","Top 4"
"CDs & Vinyl",5,"1998.12","Top 4"
"",5,"1998.12","Top 3"
"",5,"1998.12","Top 3"
"Musical Instruments",5,"1998.12","Top 2"
"Sheet Music Folders",5,"1998.12","Top 2"
"General Accessories",5,"1998.12","Top 2"
"Instrument Accessories",5,"1998.12","Top 2"
"",5,"1998.12","Top 1"
"",5,"1998.12","Top 1"
"",5,"1998.12","Top 1"
"Industrial",5,"1998.2","Top 5"
"Rock",5,"1998.2","Top 5"
"IDM",5,"1998.2","Top 5"
"Dance & Electronic",5,"1998.2","Top 5"
"Power Pop",5,"1998.2","Top 5"
"World Music",5,"1998.2","Top 5"
"Pop",5,"1998.2","Top 5"
"Tributes",5,"1998.2","Top 5"
"India & Pakistan",5,"1998.2","Top 5"
"CDs & Vinyl",5,"1998.2","Top 5"
"Alternative Rock",5,"1998.2","Top 5"
"Goth & Industrial",5,"1998.2","Top 5"
"Metal",5,"1998.2","Top 5"
"Alt Industrial",5,"1998.2","Top 5"
"Pop",5,"1998.2","Top 4"
"Dance Pop",5,"1998.2","Top 4"
"Dance & Electronic",5,"1998.2","Top 4"
"CDs & Vinyl",5,"1998.2","Top 4"
"Pop Rap",5,"1998.2","Top 3"
"Rap & Hip-Hop",5,"1998.2","Top 3"
"Pop",5,"1998.2","Top 3"
"Dance & Electronic",5,"1998.2","Top 3"
"CDs & Vinyl",5,"1998.2","Top 3"
"Dance & Electronic",5,"1998.2","Top 2"
"Electronica",5,"1998.2","Top 2"
"Math Rock",5,"1998.2","Top 1"
"Metal",5,"1998.2","Top 1"
"Punk",5,"1998.2","Top 1"
"Hardcore",5,"1998.2","Top 1"
"CDs & Vinyl",5,"1998.2","Top 1"
"Rock",5,"1998.2","Top 1"
"Digital Music",5,"1998.2","Top 1"
"Indie & Lo-Fi",5,"1998.2","Top 1"
"Alternative Rock",5,"1998.2","Top 1"
"Pop",5,"1998.2","Top 1"
"Hardcore & Punk",5,"1998.2","Top 1"
"Alt Industrial",5,"1998.3","Top 5"
"Industrial",5,"1998.3","Top 5"
"Goth & Industrial",5,"1998.3","Top 5"
"Alternative Rock",5,"1998.3","Top 5"
"CDs & Vinyl",5,"1998.3","Top 5"
"India & Pakistan",5,"1998.3","Top 5"
"World Music",5,"1998.3","Top 5"
"Rock",5,"1998.3","Top 5"
"Tributes",5,"1998.3","Top 5"
"Pop",5,"1998.3","Top 5"
"Metal",5,"1998.3","Top 5"
"IDM",5,"1998.3","Top 5"
"Dance & Electronic",5,"1998.3","Top 5"
"Power Pop",5,"1998.3","Top 5"
"CDs & Vinyl",5,"1998.3","Top 4"
"Soundtracks",5,"1998.3","Top 4"
"Pop",5,"1998.3","Top 4"
"CDs & Vinyl",5,"1998.3","Top 4"
"Soundtracks",5,"1998.3","Top 4"
"Easy Listening",5,"1998.3","Top 3"
"Teen Pop",5,"1998.3","Top 3"
"British Isles",5,"1998.3","Top 3"
"Europe",5,"1998.3","Top 3"
"Rock",5,"1998.3","Top 3"
"Britain",5,"1998.3","Top 3"
"World Music",5,"1998.3","Top 3"
"CDs & Vinyl",5,"1998.3","Top 3"
"Classic Rock",5,"1998.3","Top 3"
"World Music",5,"1998.3","Top 3"
"Soundtracks",5,"1998.3","Top 3"
"CDs & Vinyl",5,"1998.3","Top 3"
"Pop",5,"1998.3","Top 3"
"Oldies",5,"1998.3","Top 3"
"British Invasion",5,"1998.3","Top 3"
"Pop",5,"1998.3","Top 2"
"Metal",5,"1998.3","Top 2"
"Punk Revival",5,"1998.3","Top 2"
"Punk",5,"1998.3","Top 2"
"Hardcore",5,"1998.3","Top 2"
"Hardcore & Punk",5,"1998.3","Top 2"
"Alternative Rock",5,"1998.3","Top 2"
"Rock",5,"1998.3","Top 2"
"CDs & Vinyl",5,"1998.3","Top 2"
"Singer-Songwriters",5,"1998.3","Top 1"
"Hard Rock & Metal",5,"1998.3","Top 1"
"Alternative Rock",5,"1998.3","Top 1"
"Hard Rock",5,"1998.3","Top 1"
"Rock",5,"1998.3","Top 1"
"American Punk",5,"1998.4","Top 5"
"Punk",5,"1998.4","Top 5"
"CDs & Vinyl",5,"1998.4","Top 5"
"Alternative Rock",5,"1998.4","Top 5"
"Hardcore & Punk",5,"1998.4","Top 5"
"Rock",5,"1998.4","Top 5"
"Pop",5,"1998.4","Top 5"
"Dance & Electronic",5,"1998.4","Top 4"
"CDs & Vinyl",5,"1998.4","Top 4"
"Dance & Electronic",5,"1998.4","Top 3"
"Dance Pop",5,"1998.4","Top 3"
"Pop",5,"1998.4","Top 3"
"CDs & Vinyl",5,"1998.4","Top 3"
"Punk",5,"1998.4","Top 3"
"Hardcore & Punk",5,"1998.4","Top 3"
"Alternative Rock",5,"1998.4","Top 3"
"Pop",5,"1998.4","Top 3"
"Rock",5,"1998.4","Top 3"
"CDs & Vinyl",5,"1998.4","Top 3"
"Rap & Hip-Hop",5,"1998.4","Top 2"
"Pop",5,"1998.4","Top 2"
"Dance & Electronic",5,"1998.4","Top 2"
"CDs & Vinyl",5,"1998.4","Top 2"
"Pop Rap",5,"1998.4","Top 2"
"Dance & Electronic",5,"1998.4","Top 1"
"Electronica",5,"1998.4","Top 1"
"Pop",4.78,"1998.5","Top 5"
"General Accessories",4.78,"1998.5","Top 5"
"Dance & Electronic",4.78,"1998.5","Top 5"
"World Dance",4.78,"1998.5","Top 5"
"Jazz",4.78,"1998.5","Top 5"
"World Music",4.78,"1998.5","Top 5"
"CDs & Vinyl",4.78,"1998.5","Top 5"
"Instrument Accessories",4.78,"1998.5","Top 5"
"Musical Instruments",4.78,"1998.5","Top 5"
"CDs & Vinyl",4.8,"1998.5","Top 4"
"Movies & TV",4.8,"1998.5","Top 4"
"Movies & TV",4.8,"1998.5","Top 4"
"Movies",4.8,"1998.5","Top 4"
"Movies",4.8,"1998.5","Top 4"
"Childrens Music",4.8,"1998.5","Top 4"
"CDs & Vinyl",4.8,"1998.5","Top 4"
"Childrens Music",4.8,"1998.5","Top 4"
"Digital Music",4.8,"1998.5","Top 3"
"Pop Metal",4.85,"1998.5","Top 2"
"British Metal",4.85,"1998.5","Top 2"
"Pop",4.85,"1998.5","Top 2"
"New Wave & Post-Punk",4.85,"1998.5","Top 2"
"Metal",4.85,"1998.5","Top 2"
"CDs & Vinyl",4.85,"1998.5","Top 2"
"Rock",4.85,"1998.5","Top 2"
"Alternative Rock",4.85,"1998.5","Top 2"
"New Wave",4.85,"1998.5","Top 2"
"Planters",5,"1998.5","Top 1"
"Gardening & Lawn Care",5,"1998.5","Top 1"
"Patio, Lawn & Garden",5,"1998.5","Top 1"
"Pots, Planters & Container Accessories",5,"1998.5","Top 1"
"",5,"1998.6","Top 5"
"",5,"1998.6","Top 4"
"",5,"1998.6","Top 4"
"Musical Instruments",5,"1998.6","Top 3"
"",5,"1998.6","Top 3"
"",5,"1998.6","Top 3"
"General Accessories",5,"1998.6","Top 3"
"Sheet Music Folders",5,"1998.6","Top 3"
"Instrument Accessories",5,"1998.6","Top 3"
"",5,"1998.6","Top 3"
"Folk Rock",5,"1998.6","Top 2"
"World Music",5,"1998.6","Top 2"
"Far East & Asia",5,"1998.6","Top 2"
"Japan",5,"1998.6","Top 2"
"CDs & Vinyl",5,"1998.6","Top 2"
"Rock",5,"1998.6","Top 2"
"Japan",5,"1998.6","Top 1"
"Far East & Asia",5,"1998.6","Top 1"
"World Music",5,"1998.6","Top 1"
"CDs & Vinyl",5,"1998.6","Top 1"
"",5,"1998.7","Top 5"
"Health & Personal Care",5,"1998.7","Top 4"
"Tablecovers",5,"1998.7","Top 4"
"Decorations",5,"1998.7","Top 4"
"Party Supplies",5,"1998.7","Top 4"
"",5,"1998.7","Top 4"
"",5,"1998.7","Top 4"
"Stationery & Party Supplies",5,"1998.7","Top 4"
"",5,"1998.7","Top 3"
"Japan",5,"1998.7","Top 3"
"Far East & Asia",5,"1998.7","Top 3"
"World Music",5,"1998.7","Top 3"
"Folk Rock",5,"1998.7","Top 3"
"Rock",5,"1998.7","Top 3"
"",5,"1998.7","Top 3"
"CDs & Vinyl",5,"1998.7","Top 3"
"",5,"1998.7","Top 3"
"World Music",5,"1998.7","Top 2"
"CDs & Vinyl",5,"1998.7","Top 2"
"Japan",5,"1998.7","Top 2"
"Far East & Asia",5,"1998.7","Top 2"
"General Accessories",5,"1998.7","Top 1"
"Sheet Music Folders",5,"1998.7","Top 1"
"Instrument Accessories",5,"1998.7","Top 1"
"Musical Instruments",5,"1998.7","Top 1"
"Alternative Rock",4.63,"1998.8","Top 5"
"Rock",4.63,"1998.8","Top 5"
"Pop",4.63,"1998.8","Top 5"
"Britpop",4.63,"1998.8","Top 5"
"British Alternative",4.63,"1998.8","Top 5"
"CDs & Vinyl",4.63,"1998.8","Top 5"
"Hiking Daypacks",5,"1998.8","Top 4"
"Dance",5,"1998.8","Top 4"
"Other Sports",5,"1998.8","Top 4"
"Sports & Outdoors",5,"1998.8","Top 4"
"Sports & Outdoors",5,"1998.8","Top 4"
"Hunting & Fishing",5,"1998.8","Top 4"
"Skirts",5,"1998.8","Top 4"
"Girls",5,"1998.8","Top 4"
"Hunting",5,"1998.8","Top 4"
"Hunting & Tactical Knives",5,"1998.8","Top 4"
"Hunting Knives",5,"1998.8","Top 4"
"Folding Hunting Knives",5,"1998.8","Top 4"
"Office Products",5,"1998.8","Top 4"
"Office Furniture & Lighting",5,"1998.8","Top 4"
"Sports & Outdoors",5,"1998.8","Top 4"
"Outdoor Gear",5,"1998.8","Top 4"
"Camping & Hiking",5,"1998.8","Top 4"
"Furniture Accessories",5,"1998.8","Top 4"
"Backpacks & Bags",5,"1998.8","Top 4"
"Doorstops",5,"1998.8","Top 4"
"Clothing",5,"1998.8","Top 4"
"Valve Caps",5,"1998.8","Top 3"
"Sports & Outdoors",5,"1998.8","Top 3"
"Cycling",5,"1998.8","Top 3"
"Accessories",5,"1998.8","Top 3"
"Standard Skateboards",5,"1998.8","Top 2"
"Standard Skateboards & Longboards",5,"1998.8","Top 2"
"Skateboarding",5,"1998.8","Top 2"
"Action Sports",5,"1998.8","Top 2"
"Sports & Outdoors",5,"1998.8","Top 2"
"Sports & Outdoors",5,"1998.8","Top 1"
"Guns & Rifles",5,"1998.8","Top 1"
"Paintball & Airsoft",5,"1998.8","Top 1"
"Airsoft",5,"1998.8","Top 1"
"CDs & Vinyl",4.78,"1998.9","Top 5"
"Praise & Worship",4.78,"1998.9","Top 5"
"Christian",4.78,"1998.9","Top 5"
"Christian",4.81,"1998.9","Top 4"
"Childrens Music",4.81,"1998.9","Top 4"
"CDs & Vinyl",4.81,"1998.9","Top 4"
"Childrens",4.81,"1998.9","Top 4"
"Childrens Music",4.81,"1998.9","Top 4"
"CDs & Vinyl",4.81,"1998.9","Top 4"
"Christian",4.81,"1998.9","Top 4"
"Childrens",4.81,"1998.9","Top 4"
"Sheet Music Folders",5,"1998.9","Top 3"
"Instrument Accessories",5,"1998.9","Top 3"
"Musical Instruments",5,"1998.9","Top 3"
"Japan",5,"1998.9","Top 3"
"General Accessories",5,"1998.9","Top 3"
"Far East & Asia",5,"1998.9","Top 3"
"World Music",5,"1998.9","Top 3"
"Folk Rock",5,"1998.9","Top 3"
"CDs & Vinyl",5,"1998.9","Top 3"
"Rock",5,"1998.9","Top 3"
"CDs & Vinyl",5,"1998.9","Top 2"
"World Music",5,"1998.9","Top 2"
"Far East & Asia",5,"1998.9","Top 2"
"Japan",5,"1998.9","Top 2"
"CDs & Vinyl",5,"1998.9","Top 1"
"Movies & TV",5,"1998.9","Top 1"
"CDs & Vinyl",5,"1998.9","Top 1"
"Childrens Music",5,"1998.9","Top 1"
"Movies",5,"1998.9","Top 1"
"Childrens Music",5,"1998.9","Top 1"
"Movies & TV",5,"1998.9","Top 1"
"Movies",5,"1998.9","Top 1"
"Pop",4.78,"1999.1","Top 5"
"New Age",4.78,"1999.1","Top 5"
"Traditional Folk",4.78,"1999.1","Top 5"
"Folk",4.78,"1999.1","Top 5"
"CDs & Vinyl",4.78,"1999.1","Top 5"
"Sheet Music Folders",4.85,"1999.1","Top 4"
"General Accessories",4.85,"1999.1","Top 4"
"Instrument Accessories",4.85,"1999.1","Top 4"
"Musical Instruments",4.85,"1999.1","Top 4"
"Movies",4.91,"1999.1","Top 3"
"Childrens Music",4.91,"1999.1","Top 3"
"CDs & Vinyl",4.91,"1999.1","Top 3"
"Movies",4.91,"1999.1","Top 3"
"Movies & TV",4.91,"1999.1","Top 3"
"CDs & Vinyl",4.91,"1999.1","Top 3"
"Childrens Music",4.91,"1999.1","Top 3"
"Movies & TV",4.91,"1999.1","Top 3"
"World Music",5,"1999.1","Top 2"
"Rock",5,"1999.1","Top 2"
"Far East & Asia",5,"1999.1","Top 2"
"CDs & Vinyl",5,"1999.1","Top 2"
"Japan",5,"1999.1","Top 2"
"Folk Rock",5,"1999.1","Top 2"
"CDs & Vinyl",5,"1999.1","Top 1"
"World Music",5,"1999.1","Top 1"
"Far East & Asia",5,"1999.1","Top 1"
"Japan",5,"1999.1","Top 1"
"Clothing, Shoes & Jewelry",5,"1999.10","Top 5"
"Petite",5,"1999.10","Top 5"
"Sports Bras",5,"1999.10","Top 5"
"Clothing, Shoes & Jewelry",5,"1999.10","Top 5"
"Women",5,"1999.10","Top 5"
"Clothing, Shoes & Jewelry",5,"1999.10","Top 5"
"Girls",5,"1999.10","Top 5"
"Clothing",5,"1999.10","Top 5"
"Active",5,"1999.10","Top 5"
"Active Skirts",5,"1999.10","Top 5"
"Accessories",5,"1999.10","Top 5"
"Handbag Accessories",5,"1999.10","Top 5"
"Handbag Hangers",5,"1999.10","Top 5"
"Bras",5,"1999.10","Top 5"
"Intimates",5,"1999.10","Top 5"
"Lingerie, Sleep & Lounge",5,"1999.10","Top 5"
